Surname,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,LogAge,Geography_France,Geography_Germany,Geography_Spain,Gender_Female,Gender_Male
Mao,660,38,7,0.0,2,0,1,146585.53,0,3.6635616461296463,1,0,0,0,1
Schneider,667,36,9,0.0,2,1,1,40062.29,0,3.6109179126442243,1,0,0,0,1
Ibragimova,705,30,1,0.0,1,1,1,181300.32,0,3.4339872044851463,1,0,0,0,1
Huang,598,27,10,171283.91,1,1,1,84136.12,0,3.332204510175204,0,1,0,1,0
Anderson,669,26,4,0.0,2,1,1,197594.34,0,3.295836866004329,1,0,0,0,1
Nakayama,580,38,1,128218.47,1,1,0,125953.83,1,3.6635616461296463,0,1,0,1,0
Gardener,676,32,5,0.0,2,1,1,75465.41,0,3.4965075614664802,1,0,0,1,0
Aksenova,714,28,7,77776.39,1,1,0,177737.07,0,3.367295829986474,0,1,0,0,1
Milne,597,72,6,124978.19,2,1,1,7144.46,0,4.290459441148391,0,1,0,1,0
Onwumelu,559,29,1,0.0,2,0,0,155639.76,0,3.4011973816621555,1,0,0,0,1
Kudryashova,564,28,1,0.0,1,1,1,162428.05,0,3.367295829986474,1,0,0,1,0
Hart,850,51,3,109799.55,2,1,1,12457.76,1,3.9512437185814275,0,0,1,0,1
Teng,689,39,7,0.0,2,0,0,14917.09,0,3.6888794541139363,1,0,0,0,1
Kruglova,758,61,8,125397.21,1,1,0,182184.09,1,4.127134385045092,0,1,0,1,0
Palerma,604,71,10,0.0,2,1,1,129984.2,0,4.276666119016055,0,0,1,1,0
Brookes,733,38,9,111347.37,2,0,1,194872.97,0,3.6635616461296463,0,1,0,0,1
Hsing,778,40,8,104291.41,2,1,1,117507.11,0,3.713572066704308,0,0,1,0,1
Shaffer,732,61,9,94867.18,2,1,1,157527.6,1,4.127134385045092,0,1,0,1,0
Laurie,646,24,8,0.0,2,0,0,92612.88,0,3.2188758248682006,1,0,0,0,1
Chung,597,33,6,135703.59,2,0,0,74850.84,0,3.5263605246161616,1,0,0,1,0
Whitfield,821,37,5,106453.53,2,0,1,127413.0,0,3.6375861597263857,0,1,0,1,0
Thomas,640,43,7,132412.38,1,0,0,69584.3,1,3.784189633918261,1,0,0,0,1
Rioux,511,40,9,124401.6,1,1,0,198814.24,1,3.713572066704308,0,1,0,1,0
Osonduagwuike,805,46,6,118022.06,3,1,0,162643.15,1,3.8501476017100584,1,0,0,0,1
Matveyev,540,39,1,82531.11,1,1,0,114092.52,0,3.6888794541139363,0,1,0,0,1
Hayward,705,44,0,184552.12,1,1,0,68860.3,1,3.8066624897703196,0,0,1,0,1
Nkemdirim,540,39,4,127278.31,1,1,1,16150.34,0,3.6888794541139363,0,1,0,0,1
Brim,532,66,3,0.0,1,1,1,115227.02,0,4.204692619390966,0,0,1,1,0
Trevisano,535,45,2,0.0,2,0,1,170621.55,0,3.828641396489095,1,0,0,1,0
Soubeiran,627,23,5,184244.86,1,1,0,103099.22,0,3.1780538303479458,0,1,0,0,1
Wilson,646,52,8,59669.43,1,0,0,172495.81,1,3.970291913552122,1,0,0,0,1
Helena,515,25,7,79543.59,1,0,1,38772.82,0,3.258096538021482,1,0,0,1,0
Duncan,697,39,6,151553.19,1,1,1,44946.29,0,3.6888794541139363,1,0,0,1,0
Hale,652,27,2,166527.88,2,0,1,146007.7,0,3.332204510175204,0,1,0,0,1
Macdonald,579,28,6,150329.15,1,1,0,145558.42,0,3.367295829986474,0,1,0,0,1
McKay,760,43,8,121911.59,1,1,0,193312.33,0,3.784189633918261,1,0,0,0,1
Chiekwugo,769,51,9,156773.78,2,1,0,40257.79,0,3.9512437185814275,1,0,0,0,1
Skinner,498,29,8,127864.26,1,1,1,46677.9,0,3.4011973816621555,0,0,1,0,1
Sorokina,774,53,4,113709.28,1,1,1,153887.93,1,3.9889840465642745,1,0,0,0,1
Weller,705,43,7,79974.55,1,1,1,103108.33,0,3.784189633918261,0,1,0,1,0
Bess,648,44,2,0.0,2,1,1,58652.23,0,3.8066624897703196,1,0,0,1,0
MacDonald,688,51,5,0.0,1,1,0,91624.11,1,3.9512437185814275,1,0,0,1,0
Gray,592,38,0,0.0,1,1,0,65986.48,1,3.6635616461296463,0,0,1,0,1
Ogbonnaya,705,33,3,144427.96,2,1,0,113845.19,0,3.5263605246161616,1,0,0,0,1
Udegbulam,654,42,7,99263.09,1,1,1,67607.9,0,3.7612001156935624,1,0,0,0,1
Mai,624,32,2,79368.87,2,1,1,145471.94,0,3.4965075614664802,1,0,0,1,0
Yeh,594,30,10,0.0,2,1,1,124071.71,0,3.4339872044851463,1,0,0,1,0
Babbage,695,34,9,0.0,2,1,1,67502.12,0,3.5553480614894135,0,0,1,1,0
Franklin,597,28,2,0.0,3,1,1,78707.97,0,3.367295829986474,1,0,0,0,1
Randell,758,52,7,125095.94,1,1,0,171189.83,1,3.970291913552122,1,0,0,1,0
Paterson,737,40,2,162485.8,2,1,0,149381.32,0,3.713572066704308,0,1,0,1,0
Pickering,694,37,1,95668.82,2,1,0,100335.55,0,3.6375861597263857,0,1,0,0,1
Uspensky,683,25,4,0.0,2,1,0,152698.24,0,3.258096538021482,1,0,0,0,1
Macleod,538,30,8,0.0,2,1,1,41192.95,0,3.4339872044851463,0,0,1,1,0
Nnaife,669,37,4,0.0,1,1,0,132540.33,0,3.6375861597263857,1,0,0,0,1
Randolph,730,34,5,74197.38,2,1,0,96875.52,0,3.5553480614894135,1,0,0,1,0
Kudryashova,622,31,1,89688.94,1,1,1,152305.47,0,3.4657359027997265,1,0,0,1,0
George,714,33,10,103121.33,2,1,1,49672.01,0,3.5263605246161616,0,0,1,1,0
Robertson,569,34,3,0.0,1,1,0,133997.53,0,3.5553480614894135,0,0,1,1,0
Yuryeva,668,59,5,120170.07,1,0,1,50454.8,0,4.0943445622221,0,1,0,1,0
Hurst,628,32,9,149136.31,2,1,1,16402.11,0,3.4965075614664802,1,0,0,0,1
Ch'iu,600,40,1,141136.79,1,1,1,67803.83,0,3.713572066704308,1,0,0,0,1
King,693,43,4,152341.55,1,1,0,9241.78,0,3.784189633918261,1,0,0,1,0
Esposito,704,36,7,120026.98,2,0,1,100601.73,0,3.6109179126442243,1,0,0,0,1
Fraser,527,33,9,132168.28,1,0,0,98734.15,0,3.5263605246161616,0,0,1,0,1
Trentini,553,43,6,85200.82,2,1,1,160574.09,0,3.784189633918261,0,1,0,0,1
Nicholls,575,53,1,84903.33,2,0,1,26015.8,0,3.9889840465642745,0,0,1,0,1
Montalvo,626,32,0,0.0,2,0,0,187172.54,0,3.4965075614664802,1,0,0,1,0
Tien,582,20,4,0.0,1,1,1,55763.66,0,3.044522437723423,1,0,0,0,1
Chuang,683,40,8,0.0,1,1,0,75848.22,0,3.713572066704308,0,0,1,0,1
Fang,850,30,9,121535.18,1,0,0,40313.47,0,3.4339872044851463,1,0,0,0,1
Kosisochukwu,653,35,6,116662.96,2,1,1,23864.21,0,3.58351893845611,0,0,1,0,1
Young,679,60,8,0.0,2,1,1,51380.9,0,4.110873864173311,1,0,0,0,1
Scott,549,49,6,124829.16,1,0,1,93551.36,0,3.912023005428146,0,1,0,1,0
Yeh,850,36,2,155180.56,2,0,0,169415.54,0,3.6109179126442243,0,0,1,1,0
Vigano,558,32,1,108262.87,1,1,1,6935.31,0,3.4965075614664802,0,1,0,1,0
Windradyne,528,40,4,0.0,2,1,0,25399.7,0,3.713572066704308,0,0,1,0,1
Curnow,801,38,5,0.0,2,1,0,66256.27,0,3.6635616461296463,1,0,0,0,1
Ugonna,513,48,2,0.0,1,1,1,114709.13,1,3.8918202981106265,0,0,1,0,1
De Neeve,666,38,6,99812.88,2,1,1,158357.97,0,3.6635616461296463,0,1,0,0,1
Ricci,606,35,2,132164.26,1,0,1,164815.59,0,3.58351893845611,1,0,0,0,1
Nnaife,599,45,10,103583.05,1,1,0,132127.69,1,3.828641396489095,0,1,0,0,1
Ebelechukwu,544,39,4,142406.43,2,1,0,146637.45,0,3.6888794541139363,0,1,0,0,1
Keating,529,38,7,99842.5,2,1,0,90256.06,1,3.6635616461296463,0,0,1,0,1
Tuan,850,41,5,0.0,2,1,1,34827.43,0,3.7376696182833684,1,0,0,1,0
Shearston,497,41,9,0.0,1,0,0,22074.48,0,3.7376696182833684,1,0,0,0,1
Tien,764,39,5,81042.42,1,0,1,109805.17,0,3.6888794541139363,1,0,0,1,0
Hamilton,603,48,5,0.0,1,1,0,100478.6,1,3.8918202981106265,1,0,0,1,0
Arnold,609,40,6,0.0,2,1,1,97416.34,0,3.713572066704308,1,0,0,0,1
Ting,487,53,4,199689.49,1,1,1,24207.86,1,3.9889840465642745,1,0,0,0,1
Chao,748,33,1,142645.43,1,0,0,69132.66,0,3.5263605246161616,1,0,0,0,1
Powell,710,75,5,0.0,2,1,1,9376.89,0,4.330733340286331,0,0,1,1,0
Williams,432,45,3,110219.14,1,1,0,43046.7,1,3.828641396489095,0,1,0,1,0
Cheng,534,51,3,0.0,2,0,1,20856.31,0,3.9512437185814275,0,0,1,0,1
Zhdanova,607,25,3,0.0,2,0,0,187048.72,0,3.258096538021482,1,0,0,0,1
Tsai,551,32,4,0.0,2,1,0,53420.53,0,3.4965075614664802,0,0,1,0,1
Nebechukwu,674,45,7,142072.02,1,1,0,37013.29,0,3.828641396489095,1,0,0,0,1
Fetherstonhaugh,525,25,6,0.0,2,1,0,89566.64,0,3.258096538021482,1,0,0,1,0
Ojiofor,645,33,8,149564.61,1,0,0,149913.84,0,3.5263605246161616,0,1,0,0,1
Severson,755,43,9,0.0,2,1,0,18066.69,0,3.784189633918261,1,0,0,1,0
Speight,708,37,8,153366.13,1,1,1,26912.34,0,3.6375861597263857,0,1,0,0,1
Greenwalt,715,21,6,76467.16,1,1,1,173511.72,0,3.091042453358316,1,0,0,0,1
Grover,727,26,9,121508.28,1,1,1,146785.44,0,3.295836866004329,1,0,0,1,0
Milani,559,27,1,0.0,1,0,1,1050.33,0,3.332204510175204,0,0,1,1,0
Akobundu,545,36,8,73211.12,2,1,0,89587.34,1,3.6109179126442243,0,0,1,0,1
Anderson,524,22,9,0.0,2,1,0,74405.34,0,3.1354942159291497,1,0,0,0,1
Chien,707,55,1,0.0,2,0,1,54409.48,0,4.02535169073515,1,0,0,1,0
Kennedy,671,38,0,92674.94,2,1,0,3647.57,0,3.6635616461296463,0,0,1,0,1
Castiglione,439,52,3,96196.24,4,1,0,198874.52,1,3.970291913552122,0,0,1,0,1
Marshall,667,36,1,114391.62,1,1,1,53412.54,0,3.6109179126442243,0,1,0,1,0
Duncan,831,32,9,80262.66,1,1,0,194867.78,0,3.4965075614664802,0,1,0,0,1
Uspenskaya,545,33,7,173331.52,1,1,0,150452.88,0,3.5263605246161616,0,0,1,1,0
Thomson,604,35,7,147285.52,1,1,1,57807.05,0,3.58351893845611,0,0,1,1,0
Calabrese,657,67,5,119785.47,2,1,1,107534.32,0,4.219507705176107,0,0,1,0,1
Herrera,487,36,1,140137.15,1,1,0,194073.33,0,3.6109179126442243,0,0,1,1,0
Muse,750,52,6,107467.56,1,1,0,126233.18,1,3.970291913552122,0,1,0,1,0
Marsden,694,37,8,98218.04,2,1,0,182354.46,1,3.6375861597263857,0,1,0,1,0
Artemyeva,711,35,2,133607.75,1,1,1,120586.32,0,3.58351893845611,0,1,0,1,0
McKay,551,37,3,0.0,2,1,1,50578.4,0,3.6375861597263857,1,0,0,0,1
Chuang,559,38,8,95139.41,1,1,1,86575.46,0,3.6635616461296463,1,0,0,1,0
Nicholls,620,29,3,0.0,2,0,1,153392.28,0,3.4011973816621555,1,0,0,1,0
Dennis,660,42,5,0.0,2,1,0,115509.59,0,3.7612001156935624,0,0,1,0,1
Knight,449,37,6,0.0,2,1,0,82176.48,0,3.6375861597263857,1,0,0,1,0
Webb,703,26,1,97331.19,1,1,0,63717.49,0,3.295836866004329,0,1,0,1,0
Pugliesi,795,37,2,139265.63,2,1,1,198745.94,0,3.6375861597263857,0,1,0,0,1
Nebechukwu,594,31,9,0.0,1,0,1,5719.11,0,3.4657359027997265,1,0,0,1,0
Ward,586,34,5,168094.01,1,0,0,20058.61,0,3.5553480614894135,0,0,1,0,1
Nixon,613,30,5,131563.88,2,1,0,170638.98,0,3.4339872044851463,0,1,0,1,0
Chidubem,601,44,3,0.0,2,1,0,30607.11,0,3.8066624897703196,1,0,0,0,1
Rivers,657,50,9,0.0,2,0,0,37171.46,0,3.9318256327243257,1,0,0,0,1
Sochima,531,31,3,0.0,1,1,1,42589.33,0,3.4657359027997265,1,0,0,0,1
Heydon,621,47,7,107363.29,1,1,1,66799.28,0,3.8712010109078907,0,1,0,0,1
Lombardo,782,33,2,94493.03,1,0,1,101866.39,0,3.5263605246161616,1,0,0,1,0
Holland,528,29,9,170214.23,2,1,0,49284.0,0,3.4011973816621555,0,1,0,1,0
Tien,696,52,6,139781.06,1,1,0,27445.4,1,3.970291913552122,1,0,0,0,1
Bryant,586,35,7,0.0,2,1,0,70760.69,0,3.58351893845611,1,0,0,1,0
Hao,626,26,8,148610.41,3,0,1,104502.02,1,3.295836866004329,0,0,1,1,0
Genovesi,498,73,2,170241.7,2,1,1,165407.96,0,4.304065093204169,1,0,0,0,1
Kovalev,691,33,1,128306.83,1,1,1,113580.79,0,3.5263605246161616,1,0,0,1,0
Hsieh,568,47,7,0.0,2,1,1,45978.39,0,3.8712010109078907,1,0,0,1,0
Debellis,715,35,3,0.0,1,1,1,152012.36,0,3.58351893845611,1,0,0,1,0
Chibueze,680,32,7,175454.0,1,0,1,77349.92,0,3.4965075614664802,0,1,0,0,1
Padovano,802,41,6,0.0,2,1,0,47322.05,0,3.7376696182833684,0,0,1,0,1
Yen,539,22,0,100885.93,2,1,1,38772.65,0,3.1354942159291497,1,0,0,1,0
Kibble,494,69,9,93320.8,1,1,1,24489.44,0,4.248495242049359,1,0,0,0,1
Lori,594,38,6,63176.44,2,1,1,14466.08,0,3.6635616461296463,0,1,0,0,1
Enemuo,596,33,2,139451.67,1,0,0,63142.12,0,3.5263605246161616,1,0,0,0,1
Lu,649,52,8,49113.75,1,1,0,41858.43,0,3.970291913552122,1,0,0,1,0
Nebeolisa,699,32,1,123906.22,3,1,1,127443.82,1,3.4965075614664802,0,1,0,0,1
Stewart,787,40,6,0.0,2,1,1,84151.98,0,3.713572066704308,1,0,0,1,0
Ward,604,28,7,0.0,2,0,0,58595.64,0,3.367295829986474,1,0,0,0,1
Milanesi,489,52,1,131441.51,1,1,0,37240.11,1,3.970291913552122,0,1,0,1,0
Chikwado,651,56,2,0.0,1,1,0,114522.68,1,4.04305126783455,1,0,0,0,1
Douglas,698,57,6,136325.48,2,1,1,72549.27,1,4.060443010546419,1,0,0,0,1
Sal,578,38,4,113150.44,2,1,0,176712.59,1,3.6635616461296463,0,1,0,1,0
Douglas,538,42,9,0.0,1,0,0,152855.96,0,3.7612001156935624,0,0,1,1,0
Yates,696,33,4,0.0,2,1,1,73371.65,0,3.5263605246161616,1,0,0,1,0
Watt,507,46,8,102785.16,1,1,1,70323.68,0,3.8501476017100584,0,1,0,1,0
P'an,685,34,6,83264.28,1,0,0,9663.28,0,3.5553480614894135,0,0,1,0,1
H?,705,41,4,72252.64,2,1,1,142514.66,0,3.7376696182833684,0,1,0,0,1
Perry,499,29,6,148051.52,1,1,0,118623.94,0,3.4011973816621555,0,1,0,1,0
Lavrov,717,76,9,138489.66,1,1,1,68400.14,0,4.343805421853684,1,0,0,1,0
Chiekwugo,510,63,8,0.0,2,1,1,115291.86,0,4.1588830833596715,1,0,0,0,1
Macdonald,632,32,6,111589.33,1,1,1,170382.99,0,3.4965075614664802,1,0,0,0,1
Jenkins,668,39,0,122104.79,1,1,0,112946.67,1,3.6888794541139363,0,1,0,1,0
Korovina,744,32,4,96106.83,1,1,1,79812.77,0,3.4965075614664802,0,1,0,0,1
Manning,663,42,7,115930.87,1,1,0,19862.78,0,3.7612001156935624,0,1,0,0,1
Wilson,638,37,7,124513.66,2,1,0,158610.89,0,3.6375861597263857,0,1,0,1,0
Begum,688,54,9,0.0,1,1,0,191212.63,1,4.007333185232471,1,0,0,1,0
Ingrassia,588,46,8,0.0,1,1,0,61931.21,0,3.8501476017100584,0,0,1,0,1
Maclean,631,33,7,0.0,1,1,1,58043.02,1,3.5263605246161616,1,0,0,0,1
Olejuru,687,35,8,100988.39,2,1,0,22247.27,0,3.58351893845611,0,0,1,0,1
Enyinnaya,599,44,10,118577.24,1,1,1,31448.52,0,3.8066624897703196,1,0,0,0,1
Watson,718,28,6,0.0,2,1,0,146875.86,0,3.367295829986474,0,0,1,0,1
Langdon,730,27,5,0.0,2,1,1,116081.93,0,3.332204510175204,1,0,0,0,1
Frolov,533,39,2,0.0,1,0,1,73669.94,1,3.6888794541139363,1,0,0,1,0
Chikezie,711,28,5,0.0,2,1,1,93959.96,0,3.367295829986474,0,0,1,1,0
Zetticci,555,26,9,0.0,2,0,1,158918.03,0,3.295836866004329,0,0,1,1,0
Yang,850,42,9,113311.11,1,1,1,198193.75,0,3.7612001156935624,1,0,0,1,0
Lin,678,41,9,0.0,1,0,0,13160.03,0,3.7376696182833684,1,0,0,1,0
Goddard,576,32,7,0.0,2,1,0,4660.91,0,3.4965075614664802,1,0,0,0,1
Rogers,835,20,4,124365.42,1,0,0,180197.74,1,3.044522437723423,0,1,0,0,1
Zubareva,592,42,1,147249.29,2,1,1,63023.02,0,3.7612001156935624,1,0,0,0,1
Onochie,774,36,7,103688.19,1,0,1,118971.74,0,3.6109179126442243,1,0,0,0,1
Ts'ui,620,29,1,138740.24,2,0,0,154700.61,0,3.4011973816621555,1,0,0,1,0
Newsom,519,39,4,111900.14,1,1,1,97577.17,0,3.6888794541139363,0,0,1,0,1
Genovese,734,37,0,152760.24,1,1,1,48990.5,0,3.6375861597263857,0,0,1,1,0
Thorpe,763,31,7,143966.3,2,1,1,140262.96,1,3.4657359027997265,0,1,0,0,1
Horton,733,51,10,141556.96,1,1,0,130189.53,0,3.9512437185814275,1,0,0,0,1
Williamson,650,43,6,0.0,2,1,1,16301.91,0,3.784189633918261,1,0,0,1,0
Shoobridge,538,33,5,0.0,2,1,0,126962.41,0,3.5263605246161616,1,0,0,1,0
Peng,577,46,1,0.0,1,1,1,158750.53,0,3.8501476017100584,1,0,0,1,0
Gray,792,30,8,0.0,2,1,0,199644.2,0,3.4339872044851463,1,0,0,0,1
Watson,686,41,10,0.0,1,1,1,144272.71,1,3.7376696182833684,1,0,0,1,0
Fyodorova,589,29,2,0.0,2,0,1,98320.27,0,3.4011973816621555,1,0,0,0,1
Bazhenov,530,25,9,162560.32,1,1,0,64129.03,0,3.258096538021482,1,0,0,0,1
Solomon,778,29,7,123229.46,1,1,0,181221.09,0,3.4011973816621555,0,1,0,1,0
Layh,616,31,7,76665.71,2,1,1,163809.08,0,3.4657359027997265,0,0,1,0,1
John,550,38,9,140278.99,3,1,1,171457.06,1,3.6635616461296463,1,0,0,0,1
Tuan,655,51,3,0.0,2,0,1,15801.02,0,3.9512437185814275,1,0,0,1,0
Slattery,721,46,1,115764.32,2,0,0,102950.79,0,3.8501476017100584,1,0,0,0,1
Onyekachi,499,36,5,131142.53,2,1,0,174918.46,0,3.6109179126442243,0,1,0,0,1
Genovese,511,45,5,68375.27,1,1,0,193160.25,1,3.828641396489095,1,0,0,0,1
Daniels,579,39,5,117833.3,3,0,0,5831.0,1,3.6888794541139363,0,1,0,1,0
Caldwell,696,36,7,0.0,2,1,1,82298.59,0,3.6109179126442243,0,0,1,1,0
Chiemenam,681,34,7,0.0,2,0,0,130686.59,0,3.5553480614894135,1,0,0,0,1
Wanliss,815,45,7,0.0,1,0,1,52885.23,1,3.828641396489095,1,0,0,0,1
Bruce,681,30,2,111093.01,1,1,0,68985.99,0,3.4339872044851463,0,0,1,0,1
Wright,641,42,9,132657.55,1,1,0,35367.19,0,3.7612001156935624,0,0,1,0,1
Fang,591,56,9,128882.49,1,1,1,196241.94,1,4.04305126783455,1,0,0,1,0
Eames,565,59,9,69129.59,1,1,1,170705.53,0,4.0943445622221,0,1,0,0,1
Sutherland,487,37,6,0.0,2,1,1,126477.41,0,3.6375861597263857,1,0,0,0,1
Cavenagh,729,39,4,121404.64,1,1,1,159618.17,0,3.6888794541139363,1,0,0,0,1
Dumetolisa,505,45,9,131355.3,3,1,0,195395.33,1,3.828641396489095,0,0,1,1,0
Mackay,580,35,1,102097.33,1,0,1,168285.85,0,3.58351893845611,1,0,0,1,0
Dellucci,642,40,1,154863.15,1,1,1,138052.51,0,3.713572066704308,1,0,0,0,1
Kenyon,850,41,3,99945.93,2,1,0,71179.31,0,3.7376696182833684,0,0,1,1,0
Parry,616,39,2,121704.32,2,1,0,55556.3,0,3.6888794541139363,0,1,0,0,1
Kennedy,526,43,3,0.0,2,1,0,31705.19,0,3.784189633918261,0,0,1,1,0
Arnott,523,35,8,138782.76,1,1,1,186118.93,0,3.58351893845611,0,1,0,0,1
Hanson,663,35,9,0.0,2,1,1,195580.28,0,3.58351893845611,1,0,0,0,1
T'ao,840,30,8,136291.71,1,1,0,54113.38,0,3.4339872044851463,1,0,0,0,1
Shen,570,42,0,107856.57,2,1,0,127528.84,0,3.7612001156935624,0,1,0,0,1
Steere,676,26,1,108348.66,1,0,0,60231.74,1,3.295836866004329,0,1,0,1,0
Abbott,689,47,1,93871.95,3,1,0,156878.42,1,3.8712010109078907,1,0,0,0,1
Sutherland,703,45,1,0.0,1,1,0,182784.11,1,3.828641396489095,0,0,1,1,0
Thurgood,491,19,2,125860.2,1,0,0,129690.5,0,2.995732273553991,0,1,0,0,1
Johnson,584,49,8,172713.44,1,1,0,113860.81,0,3.912023005428146,1,0,0,0,1
Lung,810,51,5,0.0,2,0,1,184524.74,0,3.9512437185814275,1,0,0,1,0
Cocci,745,59,8,0.0,1,1,1,36124.98,0,4.0943445622221,0,0,1,1,0
Matveyeva,625,39,3,130786.92,1,0,1,121316.07,0,3.6888794541139363,1,0,0,1,0
Moore,535,29,2,112367.34,1,1,0,185630.76,0,3.4011973816621555,1,0,0,1,0
Yobachukwu,729,45,7,91091.06,2,1,0,71133.12,0,3.828641396489095,0,0,1,1,0
Fleming,655,26,7,106198.5,1,0,1,32020.42,0,3.295836866004329,1,0,0,1,0
Dickinson,751,47,5,142669.93,2,1,0,162760.96,0,3.8712010109078907,1,0,0,0,1
Evseyev,525,33,1,112833.35,1,0,1,175178.56,0,3.5263605246161616,1,0,0,0,1
Aksenov,532,40,5,0.0,2,0,1,177099.71,0,3.713572066704308,1,0,0,1,0
Fleming,696,43,4,0.0,2,1,1,66406.37,0,3.784189633918261,0,0,1,1,0
Ulyanov,786,32,2,104336.43,2,0,0,59559.81,0,3.4965075614664802,0,1,0,1,0
Summers,580,55,6,104305.74,1,0,1,175750.21,0,4.02535169073515,1,0,0,0,1
Clements,596,47,5,140187.1,2,1,1,174311.3,0,3.8712010109078907,0,1,0,0,1
Kazakova,683,39,4,0.0,2,1,0,171716.81,0,3.6888794541139363,1,0,0,0,1
Pirozzi,747,45,1,114959.12,1,1,0,189362.39,1,3.828641396489095,1,0,0,1,0
Jamieson,602,33,5,164704.38,1,0,1,180716.1,1,3.5263605246161616,1,0,0,0,1
Ferri,779,62,10,119096.55,1,0,1,116977.89,0,4.143134726391533,1,0,0,0,1
Mai,551,31,1,0.0,2,1,1,185105.44,0,3.4657359027997265,1,0,0,0,1
Hannaford,666,47,2,0.0,1,1,0,35046.97,1,3.8712010109078907,1,0,0,0,1
Fomin,526,30,8,0.0,1,1,0,36251.0,0,3.4339872044851463,0,0,1,0,1
Mahon,849,41,9,115465.28,1,1,0,103174.5,0,3.7376696182833684,1,0,0,1,0
Shaw,471,27,4,0.0,2,1,0,122642.09,0,3.332204510175204,1,0,0,1,0
Volkova,628,43,3,184926.61,1,1,0,122937.57,0,3.784189633918261,0,0,1,0,1
Miles,674,43,8,85957.88,2,1,0,8757.39,0,3.784189633918261,0,1,0,0,1
Madison,797,32,10,114084.6,1,0,1,125782.29,0,3.4965075614664802,1,0,0,0,1
Scott,590,29,2,166930.76,2,1,0,122487.73,0,3.4011973816621555,0,0,1,1,0
Voss,588,27,8,0.0,1,1,0,20066.38,0,3.332204510175204,1,0,0,1,0
Colebatch,577,29,7,0.0,2,1,1,55473.15,0,3.4011973816621555,1,0,0,0,1
Wilson,571,38,6,107193.82,2,0,0,38962.94,0,3.6635616461296463,1,0,0,1,0
T'ang,680,36,3,116275.12,1,1,1,63795.8,0,3.6109179126442243,1,0,0,0,1
Gibson,648,27,7,0.0,2,1,1,163060.43,0,3.332204510175204,0,0,1,1,0
Hs?eh,618,39,2,91068.56,1,1,0,26578.69,0,3.6888794541139363,1,0,0,0,1
Pan,648,41,5,123049.21,1,0,1,5066.76,0,3.7376696182833684,0,1,0,0,1
Chikelu,759,39,6,0.0,2,1,1,140497.67,0,3.6888794541139363,1,0,0,1,0
Allan,585,40,7,0.0,2,0,0,146156.98,0,3.713572066704308,1,0,0,0,1
Yefremova,774,42,3,137781.65,1,0,0,199316.19,0,3.7612001156935624,1,0,0,1,0
Chuang,697,48,2,108128.96,2,1,1,103944.37,0,3.8918202981106265,0,1,0,1,0
Fan,605,39,10,105317.73,2,1,0,138021.36,0,3.6888794541139363,0,0,1,0,1
Dellucci,676,20,1,80569.73,1,0,0,68621.98,0,3.044522437723423,1,0,0,0,1
Garran,678,22,4,174852.89,1,1,1,28149.06,0,3.1354942159291497,1,0,0,1,0
Moretti,495,45,3,89158.94,3,1,0,135169.76,1,3.828641396489095,0,0,1,1,0
Yao,787,85,10,0.0,2,1,1,116537.96,0,4.454347296253507,1,0,0,1,0
Lucchesi,770,36,2,89800.14,1,1,1,105922.69,0,3.6109179126442243,1,0,0,0,1
Nkemdilim,817,45,9,101207.75,1,0,0,88211.12,1,3.828641396489095,0,1,0,0,1
Anderson,659,43,1,106086.42,2,1,0,26900.63,0,3.784189633918261,1,0,0,0,1
Sagese,693,21,1,0.0,2,1,1,3494.02,0,3.091042453358316,1,0,0,0,1
Rubensohn,744,47,9,0.0,2,1,0,113163.17,0,3.8712010109078907,1,0,0,0,1
Baldwin,829,26,8,101440.36,2,1,1,19324.5,0,3.295836866004329,0,0,1,1,0
Iqbal,716,38,4,0.0,2,1,0,189678.7,0,3.6635616461296463,1,0,0,0,1
Monaldo,671,34,7,106603.74,2,1,1,26387.71,0,3.5553480614894135,1,0,0,0,1
Mahon,835,29,10,130420.2,2,0,0,106276.55,0,3.4011973816621555,0,1,0,1,0
Muir,636,38,1,0.0,1,1,0,45015.38,0,3.6635616461296463,1,0,0,1,0
Burns,649,29,2,45022.23,1,1,1,173495.77,0,3.4011973816621555,0,0,1,0,1
Dyer,621,27,1,74298.43,1,1,1,52581.96,0,3.332204510175204,0,1,0,0,1
Lyons,658,31,3,133003.03,1,0,1,146339.27,1,3.4657359027997265,0,1,0,1,0
H?,784,48,7,0.0,2,1,1,182609.97,0,3.8918202981106265,0,0,1,0,1
Gardiner,783,37,1,136689.66,1,1,0,197890.65,0,3.6375861597263857,0,0,1,1,0
Cameron,615,32,4,0.0,2,1,1,6225.63,0,3.4965075614664802,1,0,0,0,1
Chapman,791,44,5,0.0,2,1,1,123977.86,1,3.8066624897703196,1,0,0,1,0
Taylor,762,53,1,102520.37,1,1,1,170195.4,0,3.9889840465642745,1,0,0,0,1
Namatjira,607,35,2,0.0,2,1,1,114190.3,0,3.58351893845611,1,0,0,0,1
He,601,34,5,0.0,2,1,0,27022.57,0,3.5553480614894135,1,0,0,1,0
Leibius,540,67,1,88382.01,1,0,1,59457.0,0,4.219507705176107,0,0,1,0,1
White,812,44,4,115049.15,2,1,0,165038.41,0,3.8066624897703196,1,0,0,0,1
